Question,Chance1_model1,Prediction1_model1,Chance2_model1,Prediction2_model1,Chance3_model1,Prediction3_model1,Chance1_model2,Prediction1_model2,Chance2_model2,Prediction2_model2,Chance3_model2
"If you could travel to any fictional world, which one would you choose and why?",0.0863219482599011,91-docs-analytics-i_profile-filter-.md,0.0763944828938019,169-docs-automation-integration-microsoft-teams-.md,0.0661745464374479,176-docs-automation-integration-slack-.md,0.6980760097503662,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6881361305713654,104-docs-automation-triggers-scheduled-run-.md,0.4949635434815391
What is the best piece of advice you have ever received?,0.0574581927427545,114-docs-automation-flow-control-optimize-time-.md,0.0514106144512559,334-docs-crm-.md,0.0491663209230478,168-docs-automation-integration-incoming-webhook-node-.md,0.7543944716453552,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.8179000318050385,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.7731822431087494
"Have you ever traveled to a different country? If so, which one was your favorite?",0.0397838570758038,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.0342114205097004,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0323149461482786,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.7002263069152832,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.6879508048295975,390-docs-settings-report-.md,0.4672692628597268
"Do you enjoy cooking? If yes, what is your favorite dish to make?",0.068447206465756,388-docs-settings-configuration-non-unique-emails-.md,0.0656713642959811,372-docs-settings-tool-magento-integration-.md,0.0601381445625411,373-docs-settings-tool-magento-integration-multistore-support-.md,0.72824427485466,390-docs-settings-report-.md,0.7223146706819534,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5247829229106249
What is your go-to hobby or activity to relax and unwind?,0.0320254224772094,101-docs-automation-triggers-audience-node-.md,0.0297592888476362,336-docs-crm-crm-profile-.md,0.0271099386602928,277-docs-assets-events-introduction-to-events-.md,0.7330591976642609,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7325889766216278,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7301637828350067
"If you could witness any historical event, which one would you choose and why?",0.1418944335985329,91-docs-analytics-i_profile-filter-.md,0.1357883772231201,277-docs-assets-events-introduction-to-events-.md,0.1255812964980223,276-docs-assets-events-.md,0.7581478953361511,277-docs-assets-events-introduction-to-events-.md,0.7563283145427704,91-docs-analytics-i_profile-filter-.md,0.6023619221609664
"If you could meet any famous person, living or dead, who would it be and what would you ask them?",0.0560181503238087,263-docs-campaign-personalized-promotions-.md,0.0554214748406289,323-docs-predictions-predictions-introduction-.md,0.0540081758503719,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7162799537181854,390-docs-settings-report-.md,0.7113176137208939,243-docs-campaign-screen-views-creating-screen-views-.md,0.708259254693985
Do you enjoy reading fiction or non-fiction books?,0.100927955152108,281-docs-assets-events-importing-events-.md,0.0306601217156815,144-docs-automation-integration-facebook-send-custom-audience-.md,0.0207349973005042,12-docs-ai-search-ab-test-.md,0.7839173078536987,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7345370501279831,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7077144384384155
Do you prefer hot or cold weather?,0.4241684660205153,180-docs-automation-integration-weatherapi-.md,0.4030919534536707,181-docs-automation-integration-weatherapi-get-weather-information-.md,0.0530820459161071,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.717081218957901,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7150269895792007,390-docs-settings-report-.md,0.7098776400089264
"Have you ever traveled outside of your home country? If so, where did you go?",0.0246403573182316,122-docs-automation-actions-sms-alert-node-.md,0.0240582663910627,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0229084790401922,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.7001042515039444,390-docs-settings-report-.md,0.7065653651952744,335-docs-crm-client-list-.md,0.7009324431419373
What is your favorite board game or card game?,0.0321486023269688,124-docs-automation-actions-send-client-event-.md,0.0205965296439882,334-docs-crm-.md,0.0195976252479114,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.7379330694675446,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7323803901672363,373-docs-settings-tool-magento-integration-multistore-support-.md,0.5596237627490694
"If you could have any superpower, what would it be?",0.0594196313303766,241-docs-campaign-screen-views-whats-new-.md,0.0392600392043679,323-docs-predictions-predictions-introduction-.md,0.0319762054487576,301-docs-assets-imports-introduction-to-imports-.md,0.7294924408197403,280-docs-assets-events-event-settings-.md,0.7293612957000732,104-docs-automation-triggers-scheduled-run-.md,0.7273129671812057
Do you prefer cats or dogs as pets?,0.0488645065417885,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0398452434219135,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0344384989786455,29-docs-analytics-segmentations-.md,0.7262041568756104,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7183368057012558,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7111612558364868
"If you could live in any era of history, which one would you choose?",0.1202942351536398,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0941109530469777,91-docs-analytics-i_profile-filter-.md,0.0746361668857592,263-docs-campaign-personalized-promotions-.md,0.7218369543552399,104-docs-automation-triggers-scheduled-run-.md,0.7146203964948654,390-docs-settings-report-.md,0.7057574540376663
"If you could have dinner with any famous person, dead or alive, who would it be and why?",0.0596658111375503,263-docs-campaign-personalized-promotions-.md,0.0575249557785257,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.0426483620448899,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.6937952041625977,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.687798798084259,390-docs-settings-report-.md,0.4891442509400496
What is the most beautiful place you have ever visited?,0.0513852914796298,102-docs-automation-triggers-client-event-node-.md,0.0476843818679895,109-docs-automation-conditions-client-event-filter-node-.md,0.0457771232127218,293-docs-assets-events-event-reference-dynamic-content-.md,0.7151467204093933,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7737700343132019,1-docs-ai-search-configuring-ai-search-.md,0.7245319932699203
"If money were no object, what would be your dream vacation destination?",0.1233950044192515,346-docs-settings-business-profile-cloning-objects-introduction-to-cloning-.md,0.0627779763894588,347-docs-settings-business-profile-cloning-objects-cloning-analyses-to-workspaces-.md,0.0556888513110577,345-docs-settings-business-profile-cloning-objects-.md,0.7041946053504944,0-docs-ai-search-introduction-to-ai-search-.md,0.7187834978103638,101-docs-automation-triggers-audience-node-.md,0.7152501940727234
Who is your biggest role model and why?,0.4210821227403318,351-docs-settings-identity-access-management-permissions-.md,0.2662633466728869,384-docs-settings-configuration-ai-engine-configuration-model-status-.md,0.1768553055443408,324-docs-predictions-enabling-predictions-.md,0.7129016220569611,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7033204585313797,364-docs-settings-identity-access-management-single-sign-on-tutorials-setup-sso-azure-ad-.md,0.4977754266178542
What is the one skill or talent you wish you had?,0.0298563196612683,208-docs-campaign-e-mail-email-code-editor-.md,0.0208144823268606,232-docs-campaign-dynamiccontent-dynamic-content-template-builder-.md,0.0185796186134612,207-docs-campaign-e-mail-creating-email-templates-.md,0.7364083826541901,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7560743987560272,258-docs-campaign-recommendations-v2-recommendation-filters-.md,0.737751379609108
What is the best advice you have ever received?,0.0623566485482087,114-docs-automation-flow-control-optimize-time-.md,0.0533578737488839,168-docs-automation-integration-incoming-webhook-node-.md,0.0373770934782729,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7511265873908997,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.8180543780326843,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.7834005951881409
"If you could learn any language instantly, which one would you choose?",0.11799000711676,8-docs-ai-search-configuring-ai-search-index-settings-define-language-and-separators-.md,0.1027717437103152,91-docs-analytics-i_profile-filter-.md,0.0984501184767924,5-docs-ai-search-configuring-ai-search-index-settings-.md,0.732098713517189,227-docs-campaign-in-app-messages-create-inapp-message-.md,0.7232212871313095,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.5286997029769194
What is your favorite hobby or pastime outside of work/school?,0.0228476711301166,288-docs-assets-events-event-reference-items-.md,0.0184405790667932,122-docs-automation-actions-sms-alert-node-.md,0.0178322657954809,276-docs-assets-events-.md,0.7327815592288971,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7311070710420609,15-docs-analytics-.md,0.7207512259483337
What are some popular destinations for adventure travel?,0.0679828910573973,11-docs-ai-search-ai-search-statistics-.md,0.0560096859373856,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0473871453397352,271-docs-assets-catalogs-introduction-to-catalogs-.md,0.7395080029964447,390-docs-settings-report-.md,0.7640029191970825,1-docs-ai-search-configuring-ai-search-.md,0.7494253218173981
How can I improve my photography skills?,0.0664543345688491,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0415933534049302,56-docs-analytics-reports-introduction-to-reports-.md,0.0412658068318175,263-docs-campaign-personalized-promotions-.md,0.732036367058754,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7192349135875702,364-docs-settings-identity-access-management-single-sign-on-tutorials-setup-sso-azure-ad-.md,0.7182029485702515
What are the benefits of yoga for mental health?,0.0481995537671186,15-docs-analytics-.md,0.0382009007510039,16-docs-analytics-analytics-dashboard-.md,0.0300020554275562,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.7404817938804626,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7345535606145859,390-docs-settings-report-.md,0.7270755171775818
What are the best ways to reduce stress and anxiety?,0.058277624600213,114-docs-automation-flow-control-optimize-time-.md,0.0536822058656062,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0449798367577355,56-docs-analytics-reports-introduction-to-reports-.md,0.7319597750902176,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7293062061071396,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7218656688928604
What are some tips for growing plants in a small apartment?,0.0510148863415739,19-docs-analytics-analytics-dashboard-creating-dashboards-.md,0.0353323106610649,355-docs-settings-identity-access-management-access-control-two-factor-authentication-.md,0.0213278879071042,109-docs-automation-conditions-client-event-filter-node-.md,0.721033975481987,364-docs-settings-identity-access-management-single-sign-on-tutorials-setup-sso-azure-ad-.md,0.7304478734731674,322-docs-predictions-.md,0.7240709811449051
Can you recommend any good books for summer reading?,0.1274167519800704,281-docs-assets-events-importing-events-.md,0.1243901549200006,250-docs-campaign-recommendations-v2-.md,0.1237511292114307,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.7827149927616119,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7278805375099182,202-docs-campaign-e-mail-.md,0.5273507513248425
What are some natural remedies for a common cold?,0.0317630053878477,173-docs-automation-integration-sftp-integrations-sftp-get-file-.md,0.0276217953905004,181-docs-automation-integration-weatherapi-get-weather-information-.md,0.0205917701659987,349-docs-settings-identity-access-management-.md,0.6974081248044968,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.6947926133871078,280-docs-assets-events-event-settings-.md,0.6898400038480759
How can I start a successful small business?,0.0943655564443826,103-docs-automation-triggers-businees-event-trigger-.md,0.070810353097274,37-docs-analytics-trends-introduction-to-trends-.md,0.0651256974283708,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.7620933651924133,240-docs-campaign-screen-views-.md,0.817402184009552,322-docs-predictions-.md,0.7794204354286194
What are the most effective home workout routines?,0.050685510683711,379-docs-settings-configuration-sms-account-.md,0.0495695672054713,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0349355708203161,29-docs-analytics-segmentations-.md,0.7196869552135468,389-docs-settings-configuration-time-optimizer-.md,0.7155721187591553,389-docs-settings-configuration-time-optimizer-.md,0.5227178818311238
What are some ways to stay organized and productive at work?,0.0914507586301789,268-docs-campaign-inserts-.md,0.0821900796315494,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0750066173408662,29-docs-analytics-segmentations-.md,0.7833048701286316,96-docs-automation-introduction-to-automation-.md,0.7742408514022827,96-docs-automation-introduction-to-automation-.md,0.593960380308701
What are some popular hobbies among people in your community?,0.0975014018421765,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.0707057519722725,11-docs-ai-search-ai-search-statistics-.md,0.0640290525498879,271-docs-assets-catalogs-introduction-to-catalogs-.md,0.7465770542621613,390-docs-settings-report-.md,0.7382058948278427,38-docs-analytics-trends-creating-trends-.md,0.5576511185494004
"What was the last book you read, and what did you think of it?",0.1362673167737169,281-docs-assets-events-importing-events-.md,0.0461110496042673,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.0413955926468032,144-docs-automation-integration-facebook-send-custom-audience-.md,0.7766657173633575,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7029459029436111,10-docs-ai-search-previewing-search-engine-results-.md,0.5313684527955558
What is your favorite type of cuisine to cook at home?,0.0337754974799086,288-docs-assets-events-event-reference-items-.md,0.0219734560274988,269-docs-assets-.md,0.0211037420214235,251-docs-campaign-recommendations-v2-introduction-to-recommendation-campaigns-.md,0.7373174279928207,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7451053261756897,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7369099706411362
What is the most memorable concert or live performance you have ever attended?,0.0260121919759655,332-docs-predictions-predicitions-measure-performance-.md,0.023102628833859,373-docs-settings-tool-magento-integration-multistore-support-.md,0.0198877343167017,367-docs-settings-tool-tracking_codes-.md,0.7316597104072571,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7408607453107834,269-docs-assets-.md,0.7281635999679565
Do you prefer indoor or outdoor activities?,0.0559301399008325,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0468986956385742,29-docs-analytics-segmentations-.md,0.0456067235031732,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.7200339734554291,277-docs-assets-events-introduction-to-events-.md,0.7195142358541489,15-docs-analytics-.md,0.7118533998727798
"Have you ever traveled solo? If so, where did you go and how was the experience?",0.0426666596276686,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0395460651854268,0-docs-ai-search-introduction-to-ai-search-.md,0.0267217133559251,200-docs-automation-using-event-expressions-automation-.md,0.6765007972717285,390-docs-settings-report-.md,0.7236124873161316,101-docs-automation-triggers-audience-node-.md,0.6970614939928055
"What is your all-time favorite movie, and why?",0.0295698475122659,288-docs-assets-events-event-reference-items-.md,0.0230788239802485,276-docs-assets-events-.md,0.0166606824934986,253-docs-campaign-recommendations-v2-item-feed-requirements-.md,0.73488450050354,104-docs-automation-triggers-scheduled-run-.md,0.7183819860219955,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7169096916913986
"What was the last adventurous activity you tried, and would you recommend it to others?",0.1492919168045844,250-docs-campaign-recommendations-v2-.md,0.1192294780244857,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.1183368075674027,251-docs-campaign-recommendations-v2-introduction-to-recommendation-campaigns-.md,0.7151988446712494,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7706605494022369,101-docs-automation-triggers-audience-node-.md,0.7238520383834839
What are your thoughts on reality TV shows?,0.050193023833265,231-docs-campaign-dynamiccontent-removing-dynamic-content-.md,0.0448867954459133,69-docs-analytics-aggregates-creating-aggregates-.md,0.0369395744937664,344-docs-settings-business-profile-account-.md,0.6979591399431229,328-docs-predictions-predictions-quickstart-custom-.md,0.6977490335702896,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6902134269475937
"If you could meet any historical figure, who would it be and what would you discuss?",0.0799882039543637,323-docs-predictions-predictions-introduction-.md,0.0530996179593867,329-docs-predictions-previewing-predictions-.md,0.0408978836911418,301-docs-assets-imports-introduction-to-imports-.md,0.716918870806694,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7155330628156662,390-docs-settings-report-.md,0.6964603066444397
What is your go-to hobby or activity in your free time?,0.0823948795273111,114-docs-automation-flow-control-optimize-time-.md,0.068715798855963,389-docs-settings-configuration-time-optimizer-.md,0.0663287258977362,101-docs-automation-triggers-audience-node-.md,0.7444603592157364,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7362358421087265,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7323874682188034
Who is your favorite fictional character and why?,0.1047667733666116,302-docs-assets-imports-importing-custom-events-.md,0.1000343696816228,173-docs-automation-integration-sftp-integrations-sftp-get-file-.md,0.0964919057973934,167-docs-automation-integration-http-integrations-http-send-file-.md,0.7176099717617035,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7020679861307144,92-docs-analytics-i_events-parameter-operators-.md,0.509547056614259
Do you prefer reading physical books or using an e-reader?,0.1101236802925095,281-docs-assets-events-importing-events-.md,0.0474399156904617,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0429569348698243,144-docs-automation-integration-facebook-send-custom-audience-.md,0.7404470145702362,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.729689747095108,248-docs-campaign-promotions-creating-promotions-.md,0.7292959690093994
"Do you enjoy playing any sports? If so, which ones?",0.0149349662133455,104-docs-automation-triggers-scheduled-run-.md,0.0145439579766529,130-docs-automation-actions-synerise-integrations-import-customers-.md,0.0145252664750852,96-docs-automation-introduction-to-automation-.md,0.7186305522918701,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7123051881790161,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.710767388343811
"Have you ever taken a cooking or baking class? If not, would you be interested in trying one?",0.0557992627793749,306-docs-assets-files-explorer-.md,0.0556535559111941,96-docs-automation-introduction-to-automation-.md,0.0357584585703197,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.7127218693494797,390-docs-settings-report-.md,0.7086600959300995,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5272997141556091
What is your favorite genre of music to listen to?,0.0249194695687044,288-docs-assets-events-event-reference-items-.md,0.0201309817249228,1-docs-ai-search-configuring-ai-search-.md,0.0194492735080465,276-docs-assets-events-.md,0.7311734706163406,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7283161878585815,38-docs-analytics-trends-creating-trends-.md,0.7200126051902771
"If you had the chance to travel anywhere in the world, where would you go and why?",0.0755520767659973,169-docs-automation-integration-microsoft-teams-.md,0.065444836106126,176-docs-automation-integration-slack-.md,0.0319996289424269,388-docs-settings-configuration-non-unique-emails-.md,0.7160077095031738,104-docs-automation-triggers-scheduled-run-.md,0.7427851259708405,1-docs-ai-search-configuring-ai-search-.md,0.7091250568628311
"If you could learn any new skill overnight, what would it be and why?",0.0884283542813109,15-docs-analytics-.md,0.0787751703963393,281-docs-assets-events-importing-events-.md,0.0724967484620206,201-docs-campaign-.md,0.7449697703123093,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7356963157653809,280-docs-assets-events-event-settings-.md,0.7316516190767288
What is your favorite quote or mantra that you live by?,0.0467899847834728,167-docs-automation-integration-http-integrations-http-send-file-.md,0.0367399785735662,174-docs-automation-integration-sftp-integrations-sftp-send-file-.md,0.0352730882558141,173-docs-automation-integration-sftp-integrations-sftp-get-file-.md,0.7198959589004517,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.7193281352519989,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7165930718183517
What is your favorite type of food?,0.047992094459616,288-docs-assets-events-event-reference-items-.md,0.0286218558524945,92-docs-analytics-i_events-parameter-operators-.md,0.0281451412773269,276-docs-assets-events-.md,0.7767603993415833,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7459013760089874,193-docs-automation-data-transformation-and-imports-transformations-and-data-operators-edit-values-.md,0.5670292197953568
Who is your favorite musician or band?,0.0288397507528361,288-docs-assets-events-event-reference-items-.md,0.022508994372827,276-docs-assets-events-.md,0.0118888731161737,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7188597619533539,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7150315493345261,31-docs-analytics-segmentations-creating-segmentations-.md,0.7083069980144501
"Do you enjoy reading books? If so, what genre?",0.1164057393495995,281-docs-assets-events-importing-events-.md,0.0353619978873422,144-docs-automation-integration-facebook-send-custom-audience-.md,0.0239148082168068,12-docs-ai-search-ab-test-.md,0.7735699415206909,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7071964591741562,390-docs-settings-report-.md,0.7026043683290482
Are you a dog person or a cat person?,0.1655388376025909,263-docs-campaign-personalized-promotions-.md,0.1595991763317298,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.1183250532250351,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.7114707231521606,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7376410216093063,258-docs-campaign-recommendations-v2-recommendation-filters-.md,0.7167292535305023
Have you ever tried any extreme sports or activities?,0.0547785735168915,96-docs-automation-introduction-to-automation-.md,0.0349818586505306,101-docs-automation-triggers-audience-node-.md,0.0325065262370596,336-docs-crm-crm-profile-.md,0.6990729868412018,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7261006683111191,101-docs-automation-triggers-audience-node-.md,0.6974450647830963
Do you prefer the beach or the mountains for a vacation destination?,0.0438857421591219,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0357854443405895,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0309295886418401,29-docs-analytics-segmentations-.md,0.7078373283147812,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.6988943517208099,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.6968313604593277
"Have you ever tried skydiving? If so, what was it like?",0.0531098463329556,96-docs-automation-introduction-to-automation-.md,0.0463867055107406,323-docs-predictions-predictions-introduction-.md,0.032824112446298,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.6761105358600616,390-docs-settings-report-.md,0.6734861731529236,233-docs-campaign-landing-page-.md,0.6707495898008347
What's the most interesting book you've read recently?,0.1013344449840394,281-docs-assets-events-importing-events-.md,0.0610313071980011,306-docs-assets-files-explorer-.md,0.041970850813698,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.8014028072357178,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7237507253885269,390-docs-settings-report-.md,0.5234596802782816
"Do you have any pets? If yes, what kind?",0.1034528529130528,388-docs-settings-configuration-non-unique-emails-.md,0.0881091228376252,372-docs-settings-tool-magento-integration-.md,0.079869922475498,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7113953232765198,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7045309692621231,128-docs-automation-actions-webhook-node-.md,0.7039858549833298
What's your go-to hobby for relaxation?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7241745889186859,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7191617488861084,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7063994407653809
Have you ever met any celebrities in person?,0.08526788714947,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.0832259275924995,263-docs-campaign-personalized-promotions-.md,0.0741277874206142,105-docs-automation-conditions-.md,0.7063240706920624,275-docs-assets-customer-properties-.md,0.6968616247177124,260-docs-campaign-recommendations-v2-previewing-recommendations-.md,0.4884393076591049
What's the best concert or live performance you've ever attended?,0.0464545845238561,114-docs-automation-flow-control-optimize-time-.md,0.0331269296131986,389-docs-settings-configuration-time-optimizer-.md,0.0293442006234637,332-docs-predictions-predicitions-measure-performance-.md,0.728184387087822,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7183888107538223,269-docs-assets-.md,0.7158214151859283
What's your favorite type of cuisine?,0.037859791950089,288-docs-assets-events-event-reference-items-.md,0.0225790834928597,92-docs-analytics-i_events-parameter-operators-.md,0.0222030149999414,276-docs-assets-events-.md,0.7556332647800446,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.729023814201355,390-docs-settings-report-.md,0.5478671615698083
What's the most adventurous thing you've ever done in your life?,0.0279803065080324,127-docs-automation-actions-send-webpush-node-.md,0.0247280681060509,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0170236187952369,332-docs-predictions-predicitions-measure-performance-.md,0.7051946669816971,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6945136189460754,390-docs-settings-report-.md,0.5124430725050111
"Have you ever been to a live music concert? If so, which one was your favorite?",0.0232924049873021,373-docs-settings-tool-magento-integration-multistore-support-.md,0.0224399939455795,288-docs-assets-events-event-reference-items-.md,0.0175140798468117,276-docs-assets-events-.md,0.7156242728233337,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7007121741771698,209-docs-campaign-e-mail-creating-email-campaigns-.md,0.7004615664482117
"If you could travel to any country in the world, where would you go and why?",0.0830804611744743,169-docs-automation-integration-microsoft-teams-.md,0.0719660848241816,176-docs-automation-integration-slack-.md,0.0456847432036436,241-docs-campaign-screen-views-whats-new-.md,0.7267392724752426,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.7154416739940643,362-docs-settings-identity-access-management-iam-for-apps-access-control-.md,0.5268569155411122
"What is the most memorable book you've ever read, and why did it leave an impact on you?",0.0917214762032186,281-docs-assets-events-importing-events-.md,0.0521650429664394,154-docs-automation-integration-google-analytics-send-events-to-ga-.md,0.0278633567884579,144-docs-automation-integration-facebook-send-custom-audience-.md,0.765529215335846,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7005030661821365,390-docs-settings-report-.md,0.5037047707936526
"What is your favorite hobby or pastime, and how did you get into it?",0.0469305425048055,136-docs-automation-actions-synerise-integrations-get-profiles-.md,0.0366150739217656,166-docs-automation-integration-http-integrations-http-get-file-.md,0.0307645047313459,137-docs-automation-integration-.md,0.7357478588819504,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7327510863542557,390-docs-settings-report-.md,0.5281649284325358
"What is the most adventurous activity you have ever done, and what made it so memorable for you?",0.0530743832249322,101-docs-automation-triggers-audience-node-.md,0.0368813778324512,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0366274323261295,31-docs-analytics-segmentations-creating-segmentations-.md,0.6978549808263779,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.69316765666008,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.5077349084369818
"If you could have dinner with any historical figure, living or dead, who would it be and what would you ask them?",0.0604399358717945,323-docs-predictions-predictions-introduction-.md,0.0412496723486147,329-docs-predictions-previewing-predictions-.md,0.0343779054079026,301-docs-assets-imports-introduction-to-imports-.md,0.7249193340539932,390-docs-settings-report-.md,0.7097916752099991,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.496063543776468
"Have you ever done any volunteer work? If so, how did it impact your perspective on life?",0.0450613499624267,300-docs-assets-imports-.md,0.0315834552998242,127-docs-automation-actions-send-webpush-node-.md,0.0291882005465567,345-docs-settings-business-profile-cloning-objects-.md,0.7190274298191071,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7124180644750595,250-docs-campaign-recommendations-v2-.md,0.7091074585914612
